competence,category,IPCC,BaseYear,1990,1995,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
WM,Industrial Process,2B3_Adipic_Acid_Production,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2B6_Titanium_dioxide_production,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2B7_Soda_Ash_Production,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2B8a_Methanol_production,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2B8b_Ethylene_Production,2.09,2.09,0.08,0.06,0.08,0.09,0.11,0.16,0.11,0.08,0.13,0.11,0.13,0.11,0.08,0.07,0.07,0.17,0.16,0.19,0.03
WM,Industrial Process,2B8c_Ethylene_Dichloride_and_Vinyl_Chloride_Monomer,0.92,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2B8d_Ethylene_Oxide,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2B8e_Acrylonitrile,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2B8f_Carbon_black_production,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2B9a1_Fluorchemical_production:By-product_emissions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2B9b3_Fluorchemical_production:Fugitive_emissions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2C1a_Steel,94.66,94.66,112.07,155.64,126.07,124.70,87.89,58.97,54.58,75.06,88.27,104.50,112.90,94.28,88.90,97.88,88.71,52.68,57.34,89.12,128.05
WM,Industrial Process,2C1b_Pig_iron,594.87,594.87,665.30,641.57,843.30,799.45,366.17,138.44,434.28,543.92,1083.72,805.13,790.19,768.44,313.55,828.99,658.03,271.63,1353.45,1248.87,1280.77
WM,Industrial Process,2C1d_Sinter,1130.74,1130.74,1475.98,1388.43,1591.46,1526.39,1212.07,891.74,1244.19,1217.65,865.90,972.56,925.55,840.21,545.88,846.23,801.38,639.92,913.96,1087.79,921.95
WM,Industrial Process,2C3_Aluminium_Production,356.77,546.13,372.20,228.08,169.19,263.90,335.64,337.32,271.60,268.34,254.29,245.25,249.86,219.08,157.69,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2C4_Magnesium_production,27.10,27.10,27.10,29.98,43.67,69.43,48.03,53.80,42.72,24.69,16.50,19.17,16.83,12.71,9.09,12.65,8.94,8.98,7.43,7.32,5.72
WM,Industrial Process,2C6_Zinc_Production,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WM,Industrial Process,2G3b_N2O_from_product_uses:_Other,1.62,1.62,1.21,1.08,1.13,1.22,1.76,1.70,1.63,1.90,1.79,1.97,1.87,1.80,1.86,1.83,1.68,1.15,1.33,1.51,1.49
WM,Industrial Process,2G4_Other_product_manufacture_and_use,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WG,Public,1A4ai_Commercial/Institutional,771.23,771.23,705.90,570.95,572.62,554.16,547.25,451.02,446.80,501.00,518.67,458.81,414.91,473.06,396.38,411.52,390.71,384.55,388.61,327.33,334.79
WG,Residential,1A4bi_Residential_stationary,4878.02,4878.02,5015.24,5332.14,5273.02,5082.42,5173.42,4840.20,4842.98,4930.66,4656.04,4566.57,4325.81,4475.94,4277.22,4759.94,3675.89,4138.58,4163.40,3448.63,3523.57
WG,Residential,1A4bii_Residential:Off-road,15.72,15.72,16.56,16.80,16.87,16.97,17.13,17.25,17.36,17.46,17.60,17.72,17.83,17.94,18.06,18.19,18.31,18.43,18.54,18.68,18.86
WG,Residential,2D2 Non-energy_products_from_fuels_and_solvent_use:Paraffin_wax_use,1.66,1.66,1.32,0.54,1.11,0.96,0.97,1.49,1.69,1.50,2.10,1.43,1.15,1.35,1.00,1.16,1.02,0.93,0.61,0.90,0.85
WG,Residential,2F4a_Metered_dose_inhalers,0.06,0.00,0.06,13.07,21.73,27.50,30.35,34.86,39.43,44.01,48.59,48.95,47.36,48.22,50.60,51.55,52.02,53.42,52.91,54.76,55.07
WG,Residential,2F4b_Aerosols:Other,32.76,0.00,32.76,91.80,67.49,72.86,78.22,65.88,74.07,68.04,78.14,77.14,66.79,69.50,59.56,51.90,47.88,46.27,43.47,40.64,37.80
WG,Residential,5B1a_composting_municipal_solid_waste,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.62,0.77,0.93,1.08,1.23,1.39,1.43,1.47,1.51,1.55,1.71,1.79
WG,Residential,5C2.2b_Non-biogenic:Other,0.36,0.36,0.37,0.34,0.37,0.35,0.34,0.33,0.34,0.30,0.29,0.27,0.26,0.26,0.24,0.20,0.20,0.19,0.17,0.17,0.17
WG,Residential,5C2.2b_Non-biogenic:Other_Accidental fires (vehicles),0.08,0.08,0.09,0.09,0.10,0.10,0.11,0.10,0.10,0.08,0.08,0.07,0.06,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.03
