COU,Country,Variable,Year,Unit,PowerCode,Value
ISL,Iceland,Total GHG per capita,2011,Kilograms per capita,Thousands,13.824
ISL,Iceland,Total GHG per capita,2000,Kilograms per capita,Thousands,13.755
ISL,Iceland,Total GHG per capita,2014,Kilograms per capita,Thousands,13.709
ISL,Iceland,Total GHG per capita,2002,Kilograms per capita,Thousands,13.483
ISL,Iceland,Total GHG per capita,2001,Kilograms per capita,Thousands,13.471
ISL,Iceland,Total GHG per capita,2004,Kilograms per capita,Thousands,13.349
ISL,Iceland,Total GHG per capita,2003,Kilograms per capita,Thousands,13.331
ISL,Iceland,Total GHG per capita,2005,Kilograms per capita,Thousands,12.967
HUN,Hungary,Total GHG per capita,2003,Kilograms per capita,Thousands,7.603
HUN,Hungary,Total GHG per capita,2004,Kilograms per capita,Thousands,7.519
HUN,Hungary,Total GHG per capita,2005,Kilograms per capita,Thousands,7.512
HUN,Hungary,Total GHG per capita,2001,Kilograms per capita,Thousands,7.421
HUN,Hungary,Total GHG per capita,2006,Kilograms per capita,Thousands,7.412
HUN,Hungary,Total GHG per capita,2002,Kilograms per capita,Thousands,7.273
HUN,Hungary,Total GHG per capita,2007,Kilograms per capita,Thousands,7.243
HUN,Hungary,Total GHG per capita,2000,Kilograms per capita,Thousands,7.194
HUN,Hungary,Total GHG per capita,2008,Kilograms per capita,Thousands,7.077
HUN,Hungary,Total GHG per capita,2010,Kilograms per capita,Thousands,6.541
HUN,Hungary,Total GHG per capita,2009,Kilograms per capita,Thousands,6.483
HUN,Hungary,Total GHG per capita,2011,Kilograms per capita,Thousands,6.411
HUN,Hungary,Total GHG per capita,2015,Kilograms per capita,Thousands,6.234
HUN,Hungary,Total GHG per capita,2012,Kilograms per capita,Thousands,6.062
HUN,Hungary,Total GHG per capita,2014,Kilograms per capita,Thousands,5.88
HUN,Hungary,Total GHG per capita,2013,Kilograms per capita,Thousands,5.806
GRC,Greece,Total GHG per capita,2005,Kilograms per capita,Thousands,12.283
GRC,Greece,Total GHG per capita,2007,Kilograms per capita,Thousands,12.089
GRC,Greece,Total GHG per capita,2004,Kilograms per capita,Thousands,11.919
GRC,Greece,Total GHG per capita,2003,Kilograms per capita,Thousands,11.902
GRC,Greece,Total GHG per capita,2006,Kilograms per capita,Thousands,11.889
GRC,Greece,Total GHG per capita,2008,Kilograms per capita,Thousands,11.771
GRC,Greece,Total GHG per capita,2001,Kilograms per capita,Thousands,11.633
GRC,Greece,Total GHG per capita,2002,Kilograms per capita,Thousands,11.598
GRC,Greece,Total GHG per capita,2000,Kilograms per capita,Thousands,11.571
GRC,Greece,Total GHG per capita,2009,Kilograms per capita,Thousands,11.123
GRC,Greece,Total GHG per capita,2010,Kilograms per capita,Thousands,10.608
GRC,Greece,Total GHG per capita,2011,Kilograms per capita,Thousands,10.368
GRC,Greece,Total GHG per capita,2012,Kilograms per capita,Thousands,10.101
GRC,Greece,Total GHG per capita,2013,Kilograms per capita,Thousands,9.016
GRC,Greece,Total GHG per capita,2014,Kilograms per capita,Thousands,8.73
GRC,Greece,Total GHG per capita,2015,Kilograms per capita,Thousands,8.398
DEU,Germany,Total GHG per capita,2001,Kilograms per capita,Thousands,12.847
DEU,Germany,Total GHG per capita,2000,Kilograms per capita,Thousands,12.686
DEU,Germany,Total GHG per capita,2002,Kilograms per capita,Thousands,12.571
DEU,Germany,Total GHG per capita,2003,Kilograms per capita,Thousands,12.526
DEU,Germany,Total GHG per capita,2004,Kilograms per capita,Thousands,12.328
DEU,Germany,Total GHG per capita,2006,Kilograms per capita,Thousands,12.13
DEU,Germany,Total GHG per capita,2005,Kilograms per capita,Thousands,12.028
DEU,Germany,Total GHG per capita,2008,Kilograms per capita,Thousands,11.87
DEU,Germany,Total GHG per capita,2007,Kilograms per capita,Thousands,11.819
DEU,Germany,Total GHG per capita,2013,Kilograms per capita,Thousands,11.72
DEU,Germany,Total GHG per capita,2012,Kilograms per capita,Thousands,11.524
DEU,Germany,Total GHG per capita,2010,Kilograms per capita,Thousands,11.516
DEU,Germany,Total GHG per capita,2011,Kilograms per capita,Thousands,11.382
DEU,Germany,Total GHG per capita,2014,Kilograms per capita,Thousands,11.176
DEU,Germany,Total GHG per capita,2015,Kilograms per capita,Thousands,11.107
DEU,Germany,Total GHG per capita,2009,Kilograms per capita,Thousands,11.074
FRA,France,Total GHG per capita,2000,Kilograms per capita,Thousands,9.41
FRA,France,Total GHG per capita,2001,Kilograms per capita,Thousands,9.363
FRA,France,Total GHG per capita,2003,Kilograms per capita,Thousands,9.234
FRA,France,Total GHG per capita,2002,Kilograms per capita,Thousands,9.208
FRA,France,Total GHG per capita,2004,Kilograms per capita,Thousands,9.154
FRA,France,Total GHG per capita,2005,Kilograms per capita,Thousands,9.119
FRA,France,Total GHG per capita,2006,Kilograms per capita,Thousands,8.852
FRA,France,Total GHG per capita,2007,Kilograms per capita,Thousands,8.653
FRA,France,Total GHG per capita,2008,Kilograms per capita,Thousands,8.491
FRA,France,Total GHG per capita,2010,Kilograms per capita,Thousands,8.213
FRA,France,Total GHG per capita,2009,Kilograms per capita,Thousands,8.116
FRA,France,Total GHG per capita,2011,Kilograms per capita,Thousands,7.748
FRA,France,Total GHG per capita,2012,Kilograms per capita,Thousands,7.698
FRA,France,Total GHG per capita,2013,Kilograms per capita,Thousands,7.639
FRA,France,Total GHG per capita,2015,Kilograms per capita,Thousands,7.17
FRA,France,Total GHG per capita,2014,Kilograms per capita,Thousands,7.149
FIN,Finland,Total GHG per capita,2003,Kilograms per capita,Thousands,16.345
FIN,Finland,Total GHG per capita,2004,Kilograms per capita,Thousands,15.573
FIN,Finland,Total GHG per capita,2006,Kilograms per capita,Thousands,15.315
FIN,Finland,Total GHG per capita,2007,Kilograms per capita,Thousands,14.955
FIN,Finland,Total GHG per capita,2002,Kilograms per capita,Thousands,14.937
FIN,Finland,Total GHG per capita,2001,Kilograms per capita,Thousands,14.508
FIN,Finland,Total GHG per capita,2010,Kilograms per capita,Thousands,14.096
FIN,Finland,Total GHG per capita,2000,Kilograms per capita,Thousands,13.507
FIN,Finland,Total GHG per capita,2008,Kilograms per capita,Thousands,13.381
FIN,Finland,Total GHG per capita,2005,Kilograms per capita,Thousands,13.242
FIN,Finland,Total GHG per capita,2009,Kilograms per capita,Thousands,12.621
FIN,Finland,Total GHG per capita,2011,Kilograms per capita,Thousands,12.559
FIN,Finland,Total GHG per capita,2013,Kilograms per capita,Thousands,11.606
FIN,Finland,Total GHG per capita,2012,Kilograms per capita,Thousands,11.515
FIN,Finland,Total GHG per capita,2014,Kilograms per capita,Thousands,10.809
FIN,Finland,Total GHG per capita,2015,Kilograms per capita,Thousands,10.105
EST,Estonia,Total GHG per capita,2013,Kilograms per capita,Thousands,16.556
EST,Estonia,Total GHG per capita,2007,Kilograms per capita,Thousands,16.521
EST,Estonia,Total GHG per capita,2014,Kilograms per capita,Thousands,16.022
EST,Estonia,Total GHG per capita,2011,Kilograms per capita,Thousands,15.868
EST,Estonia,Total GHG per capita,2010,Kilograms per capita,Thousands,15.815
EST,Estonia,Total GHG per capita,2012,Kilograms per capita,Thousands,15.134
EST,Estonia,Total GHG per capita,2008,Kilograms per capita,Thousands,14.921
EST,Estonia,Total GHG per capita,2004,Kilograms per capita,Thousands,14.251
EST,Estonia,Total GHG per capita,2005,Kilograms per capita,Thousands,14.177
EST,Estonia,Total GHG per capita,2003,Kilograms per capita,Thousands,14
EST,Estonia,Total GHG per capita,2015,Kilograms per capita,Thousands,13.756
EST,Estonia,Total GHG per capita,2006,Kilograms per capita,Thousands,13.706
EST,Estonia,Total GHG per capita,2001,Kilograms per capita,Thousands,12.897
EST,Estonia,Total GHG per capita,2002,Kilograms per capita,Thousands,12.557
EST,Estonia,Total GHG per capita,2000,Kilograms per capita,Thousands,12.552
EST,Estonia,Total GHG per capita,2009,Kilograms per capita,Thousands,12.46
DNK,Denmark,Total GHG per capita,2003,Kilograms per capita,Thousands,14.416
DNK,Denmark,Total GHG per capita,2006,Kilograms per capita,Thousands,13.786
DNK,Denmark,Total GHG per capita,2001,Kilograms per capita,Thousands,13.645
DNK,Denmark,Total GHG per capita,2002,Kilograms per capita,Thousands,13.51
DNK,Denmark,Total GHG per capita,2000,Kilograms per capita,Thousands,13.37
DNK,Denmark,Total GHG per capita,2004,Kilograms per capita,Thousands,13.253
DNK,Denmark,Total GHG per capita,2007,Kilograms per capita,Thousands,12.887
DNK,Denmark,Total GHG per capita,2005,Kilograms per capita,Thousands,12.402
DNK,Denmark,Total GHG per capita,2008,Kilograms per capita,Thousands,12.148
DNK,Denmark,Total GHG per capita,2010,Kilograms per capita,Thousands,11.601
DNK,Denmark,Total GHG per capita,2009,Kilograms per capita,Thousands,11.563
DNK,Denmark,Total GHG per capita,2011,Kilograms per capita,Thousands,10.612
DNK,Denmark,Total GHG per capita,2013,Kilograms per capita,Thousands,9.989
DNK,Denmark,Total GHG per capita,2012,Kilograms per capita,Thousands,9.701
DNK,Denmark,Total GHG per capita,2014,Kilograms per capita,Thousands,9.27
DNK,Denmark,Total GHG per capita,2015,Kilograms per capita,Thousands,8.809
CZE,Czech Republic,Total GHG per capita,2004,Kilograms per capita,Thousands,14.554
CZE,Czech Republic,Total GHG per capita,2007,Kilograms per capita,Thousands,14.5
CZE,Czech Republic,Total GHG per capita,2003,Kilograms per capita,Thousands,14.477
CZE,Czech Republic,Total GHG per capita,2001,Kilograms per capita,Thousands,14.464
CZE,Czech Republic,Total GHG per capita,2006,Kilograms per capita,Thousands,14.436
CZE,Czech Republic,Total GHG per capita,2000,Kilograms per capita,Thousands,14.429
CZE,Czech Republic,Total GHG per capita,2005,Kilograms per capita,Thousands,14.318
CZE,Czech Republic,Total GHG per capita,2002,Kilograms per capita,Thousands,14.153
CZE,Czech Republic,Total GHG per capita,2008,Kilograms per capita,Thousands,13.916
CZE,Czech Republic,Total GHG per capita,2010,Kilograms per capita,Thousands,13.181
CZE,Czech Republic,Total GHG per capita,2011,Kilograms per capita,Thousands,13.044
CZE,Czech Republic,Total GHG per capita,2009,Kilograms per capita,Thousands,13.043
CZE,Czech Republic,Total GHG per capita,2012,Kilograms per capita,Thousands,12.709
CZE,Czech Republic,Total GHG per capita,2013,Kilograms per capita,Thousands,12.345
CZE,Czech Republic,Total GHG per capita,2015,Kilograms per capita,Thousands,12.071
CZE,Czech Republic,Total GHG per capita,2014,Kilograms per capita,Thousands,11.956
CRI,Costa Rica,Total GHG per capita,2012,Kilograms per capita,Thousands,2.849
CRI,Costa Rica,Total GHG per capita,2010,Kilograms per capita,Thousands,2.753
CRI,Costa Rica,Total GHG per capita,2005,Kilograms per capita,Thousands,2.561
COL,Colombia,Total GHG per capita,2000,Kilograms per capita,Thousands,3.655
COL,Colombia,Total GHG per capita,2004,Kilograms per capita,Thousands,3.632
CHN,China (People's Republic of),Total GHG per capita,2005,Kilograms per capita,Thousands,5.664
CHL,Chile,Total GHG per capita,2013,Kilograms per capita,Thousands,6.26
CHL,Chile,Total GHG per capita,2012,Kilograms per capita,Thousands,6.125
CHL,Chile,Total GHG per capita,2011,Kilograms per capita,Thousands,5.918
CHL,Chile,Total GHG per capita,2007,Kilograms per capita,Thousands,5.62
CHL,Chile,Total GHG per capita,2008,Kilograms per capita,Thousands,5.618
CHL,Chile,Total GHG per capita,2010,Kilograms per capita,Thousands,5.389
CHL,Chile,Total GHG per capita,2009,Kilograms per capita,Thousands,5.342
CHL,Chile,Total GHG per capita,2006,Kilograms per capita,Thousands,5.121
CHL,Chile,Total GHG per capita,2005,Kilograms per capita,Thousands,5.097
CHL,Chile,Total GHG per capita,2004,Kilograms per capita,Thousands,5.049
CHL,Chile,Total GHG per capita,2000,Kilograms per capita,Thousands,4.903
CHL,Chile,Total GHG per capita,2003,Kilograms per capita,Thousands,4.741
CHL,Chile,Total GHG per capita,2002,Kilograms per capita,Thousands,4.735
CHL,Chile,Total GHG per capita,2001,Kilograms per capita,Thousands,4.717
CAN,Canada,Total GHG per capita,2000,Kilograms per capita,Thousands,24.055
CAN,Canada,Total GHG per capita,2003,Kilograms per capita,Thousands,23.667
CAN,Canada,Total GHG per capita,2004,Kilograms per capita,Thousands,23.502
CAN,Canada,Total GHG per capita,2001,Kilograms per capita,Thousands,23.461
CAN,Canada,Total GHG per capita,2002,Kilograms per capita,Thousands,23.287
CAN,Canada,Total GHG per capita,2005,Kilograms per capita,Thousands,22.895
CAN,Canada,Total GHG per capita,2007,Kilograms per capita,Thousands,22.765
CAN,Canada,Total GHG per capita,2006,Kilograms per capita,Thousands,22.38
CAN,Canada,Total GHG per capita,2008,Kilograms per capita,Thousands,21.886
CAN,Canada,Total GHG per capita,2013,Kilograms per capita,Thousands,20.647
CAN,Canada,Total GHG per capita,2010,Kilograms per capita,Thousands,20.536
CAN,Canada,Total GHG per capita,2012,Kilograms per capita,Thousands,20.535
CAN,Canada,Total GHG per capita,2011,Kilograms per capita,Thousands,20.515
CAN,Canada,Total GHG per capita,2009,Kilograms per capita,Thousands,20.423
CAN,Canada,Total GHG per capita,2014,Kilograms per capita,Thousands,20.362
CAN,Canada,Total GHG per capita,2015,Kilograms per capita,Thousands,19.992
BRA,Brazil,Total GHG per capita,2012,Kilograms per capita,Thousands,5.23
BRA,Brazil,Total GHG per capita,2011,Kilograms per capita,Thousands,5.087
BRA,Brazil,Total GHG per capita,2010,Kilograms per capita,Thousands,4.938
BRA,Brazil,Total GHG per capita,2008,Kilograms per capita,Thousands,4.8
BRA,Brazil,Total GHG per capita,2006,Kilograms per capita,Thousands,4.751
BRA,Brazil,Total GHG per capita,2005,Kilograms per capita,Thousands,4.711
BRA,Brazil,Total GHG per capita,2007,Kilograms per capita,Thousands,4.699
BRA,Brazil,Total GHG per capita,2004,Kilograms per capita,Thousands,4.674
BRA,Brazil,Total GHG per capita,2009,Kilograms per capita,Thousands,4.651
BRA,Brazil,Total GHG per capita,2003,Kilograms per capita,Thousands,4.541
BRA,Brazil,Total GHG per capita,2002,Kilograms per capita,Thousands,4.488
BRA,Brazil,Total GHG per capita,2001,Kilograms per capita,Thousands,4.464
BRA,Brazil,Total GHG per capita,2000,Kilograms per capita,Thousands,4.418
BEL,Belgium,Total GHG per capita,2000,Kilograms per capita,Thousands,14.582
BEL,Belgium,Total GHG per capita,2001,Kilograms per capita,Thousands,14.375
BEL,Belgium,Total GHG per capita,2004,Kilograms per capita,Thousands,14.31
BEL,Belgium,Total GHG per capita,2002,Kilograms per capita,Thousands,14.269
BEL,Belgium,Total GHG per capita,2003,Kilograms per capita,Thousands,14.24
BEL,Belgium,Total GHG per capita,2005,Kilograms per capita,Thousands,13.847
BEL,Belgium,Total GHG per capita,2006,Kilograms per capita,Thousands,13.514
BEL,Belgium,Total GHG per capita,2007,Kilograms per capita,Thousands,13.063
BEL,Belgium,Total GHG per capita,2008,Kilograms per capita,Thousands,12.959
BEL,Belgium,Total GHG per capita,2010,Kilograms per capita,Thousands,12.128
BEL,Belgium,Total GHG per capita,2009,Kilograms per capita,Thousands,11.665
BEL,Belgium,Total GHG per capita,2011,Kilograms per capita,Thousands,11.025
BEL,Belgium,Total GHG per capita,2012,Kilograms per capita,Thousands,10.694
BEL,Belgium,Total GHG per capita,2013,Kilograms per capita,Thousands,10.663
BEL,Belgium,Total GHG per capita,2015,Kilograms per capita,Thousands,10.33
BEL,Belgium,Total GHG per capita,2014,Kilograms per capita,Thousands,10.11
AUT,Austria,Total GHG per capita,2003,Kilograms per capita,Thousands,11.321
AUT,Austria,Total GHG per capita,2005,Kilograms per capita,Thousands,11.263
AUT,Austria,Total GHG per capita,2004,Kilograms per capita,Thousands,11.222
AUT,Austria,Total GHG per capita,2006,Kilograms per capita,Thousands,10.861
AUT,Austria,Total GHG per capita,2002,Kilograms per capita,Thousands,10.672
AUT,Austria,Total GHG per capita,2001,Kilograms per capita,Thousands,10.517
AUT,Austria,Total GHG per capita,2007,Kilograms per capita,Thousands,10.497
AUT,Austria,Total GHG per capita,2008,Kilograms per capita,Thousands,10.446
AUT,Austria,Total GHG per capita,2010,Kilograms per capita,Thousands,10.173
AUT,Austria,Total GHG per capita,2000,Kilograms per capita,Thousands,10.052
AUT,Austria,Total GHG per capita,2011,Kilograms per capita,Thousands,9.858
AUT,Austria,Total GHG per capita,2009,Kilograms per capita,Thousands,9.62
AUT,Austria,Total GHG per capita,2012,Kilograms per capita,Thousands,9.499
AUT,Austria,Total GHG per capita,2013,Kilograms per capita,Thousands,9.464
AUT,Austria,Total GHG per capita,2015,Kilograms per capita,Thousands,9.235
AUT,Austria,Total GHG per capita,2014,Kilograms per capita,Thousands,8.983
AUS,Australia,Total GHG per capita,2005,Kilograms per capita,Thousands,25.833
AUS,Australia,Total GHG per capita,2004,Kilograms per capita,Thousands,25.818
AUS,Australia,Total GHG per capita,2006,Kilograms per capita,Thousands,25.68
AUS,Australia,Total GHG per capita,2007,Kilograms per capita,Thousands,25.568
AUS,Australia,Total GHG per capita,2001,Kilograms per capita,Thousands,25.544
AUS,Australia,Total GHG per capita,2000,Kilograms per capita,Thousands,25.48
AUS,Australia,Total GHG per capita,2002,Kilograms per capita,Thousands,25.445
AUS,Australia,Total GHG per capita,2008,Kilograms per capita,Thousands,25.232
AUS,Australia,Total GHG per capita,2003,Kilograms per capita,Thousands,25.226
AUS,Australia,Total GHG per capita,2009,Kilograms per capita,Thousands,24.913
AUS,Australia,Total GHG per capita,2010,Kilograms per capita,Thousands,24.381
AUS,Australia,Total GHG per capita,2011,Kilograms per capita,Thousands,24.107
AUS,Australia,Total GHG per capita,2012,Kilograms per capita,Thousands,23.813
AUS,Australia,Total GHG per capita,2013,Kilograms per capita,Thousands,22.977
AUS,Australia,Total GHG per capita,2014,Kilograms per capita,Thousands,22.384
AUS,Australia,Total GHG per capita,2015,Kilograms per capita,Thousands,22.275
